nr|nederlands|frans|engels
Gwendolen: Algy, draai je alsjeblieft even om. Ik heb Mr. Worthing iets zeer persoonlijk mede te delen.|Miss Fairfax. (Gwendolen entre. Lane sort.)suddenly, in Paris, by a severe chill. That gets rid of him.
Algernon: Echt Gwendolen. Ik denk niet dat ik dit kan toestaan.|Ma parole, c’est Gwendolen!But I thought you said that... Miss Cardew was a little too
Gwendolen: Algy, je neemt altijd een zeer strikte moraal aan in het leven. Je bent daar nog niet echt oud genoeg voor.|Algy, retourne-toi s’il te plait. J’ai quelque chose de confidentiel à dire à M. Worthing.much interested in your poor brother Ernest? Won't she feel his loss a good deal?
Jack: Mijn lieveling!|Vraiment, Gwendolen, je ne sais pas si je peux permettre ça.JACK
Gwendolen: Ernst, misschien zullen we nooit trouwen. Als ik de uitdrukking  op mama’s gezicht zie vrees ik het ergste. Er zijn maar weinig ouders meer die aandacht schenken aan wat hun kinderen zeggen. Het ouderwetse respect voor de jeugd is bijna uitgestorven. Alle invloed die ik op mama had heb ik verloren toen ik drie was. Maar al zal ik misschien met een ander trouwen, en dikwijls trouwen, niets kan verandering brengen in mijn eeuwige toewijding aan jou.|Algy, tu as toujours fait preuve d’une attitude parfaitement immorale. D’ailleurs tu es bien trop jeune pour jouer les chaperons. (Algernon se place près de la cheminée)Oh, that is all right. Cecily is not a silly romantic girl, I
Jack: Mijn allerliefste Gwendolen!|Constant, nous ne nous marierons peut-être jamais. Quand je vois la tête de maman… Peu de parents de nos jours écoutent leurs enfants. L’ancien respect pour la jeunesse disparait rapidement. Même si j’ai eu de l’influence sur maman, je l’ai perdue à l’âge de trois ans. Pourtant, même si elle nous 15 empêche de devenir mari et femme, même si je dois épouser quelqu’un d’autre, et peutêtre plusieurs fois, rien de tout ce qu’elle pourra faire ne m’empêchera de t’aimer pour l’éternité.am glad to say. She has got a capital appetite, goes long walks, and pays no attention at all to her lessons.
Gwendolen: Het verhaal van je romantische afkomst, door mama met een keur van onplezierige commentaar meegedeeld, heeft uiteraard de diepere snaren van mijn innerlijk geroerd. Je voornaam oefent een onweerstaanbare aantrekkingskracht uit. De eenvoud van je karakter maakt je tot een verrukkelijk raadsel. Jouw adres in de Albany heb ik al. Wat is je adres buiten de stad?|Gwendolen, ma chérie!ALGERNON I would rather like to see Cecily.
Jack: Manor House, Woolton, Hertfordshire.|Maman m’a raconté avec des commentaires déplaisants, l’histoire romanesque de tes origines. J’en ai été émue jusqu’au plus profond de moi-même. Ton nom, Constant, me fascine irrésistiblement. La simplicité de ton caractère te rend délicieusement incompréhensible à mes yeux. J’ai ton adresse à Albany, quelle est ton adresse à la campagne?JACK
Gwendolen: Er is een goede postdienst, neem ik aan? Het kan onvermijdelijk zijn dat ik iets wanhopigs doe. Alleen na ernstig en rijp beraad, natuurlijk. Ik zal dagelijks met je communiceren.|Le Manoir, Woolton, Hertfordshire. (Algernon qui écoute tout, sourit et note l’adresse sur ses manchettes. Puis il consulte le guide des chemins de fer.)I will take very good care you never do. She is excessively
Jack: Mijn liefste!|La Poste fonctionne bien, j’espère? Nous devrons peut-être faire quelque chose de désespéré. Il faut y penser. Je t’écrirai tous les jours.pretty, and she is only just eighteen.
Gwendolen: Hoelang blijf je nog in de stad?|Ma chérie à moi!ALGERNON
Jack: Tot maandag.|Tu restes en ville?Have you told Gwendolen yet that you have an excessively
Gwendolen: Goed! Algy, je kunt je weer omdraaien.|Jusqu’à lundi.pretty ward who is only just eighteen?
Algernon: Dank je, dat had ik al gedaan.|Bon. Algy, tu peux te retourner.JACK
Gwendolen: Je mag ook de bel luiden.|Merci mais je m’étais déjà retourné.Oh! one doesn't blurt these things out to people. Cecily and
Jack: Ik mag je toch naar je rijtuig brengen, mijn liefste?|Tu peux aussi sonner.Gwendolen are perfectly certain to be extremely great friends. I'll bet you anything you like that half an hour after they have met, they will be calling each other sister.
Gwendolen: Natuurlijk.|Je peux t’accompagner jusqu’à ta voiture, ma chérie?ALGERNON
Jack: Ik laat Miss Fairfax uit.|Bien sûr. 45Women only do that when they have called each other a lot of
Lane: Zeker, meneer.| (à Lane qui vient d’entrer) : J’accompagne Miss Fairfax!other things first. Now, my dear boy, if we want to get a good table at Willis's, we really must go and dress. Do you know it is nearly seven?
Algernon: Een glas sherry, Lane.|Bien, monsieur. (Jack et Gwendolen sortent) Scène 8 – Algernon, Lane puis Jack (Lane présente à Algernon plusieurs lettres sur un plateau. Il s’agit probablement de factures car Algernon les déchire après un simple coup d’oeil).JACK Oh! It always is nearly seven.
Lane: Zeker, meneer.|Un verre de sherry, Lane.Well, I'm hungry.
Algernon: Morgen, Lane, ga ik bunburiën.|Oui, monsieur.I never knew you when you weren't...
Lane: Zeker, meneer.|Demain, Lane, je vais Bunburiser.ALGERNON
Algernon: Waarschijnlijk ben ik niet voor maandag terug. Je kunt mijn avondkleding inpakken, mijn smoking, en al de Bunburry-kostuums.|Oui, monsieur.What shall we do after dinner? Go to a theatre?
Lane: Zeker, meneer.|Je ne reviendrai probablement pas avant lundi. Vous pouvez préparer mon smoking et tout ce qu’il faut pour Bunburiser.JACK Oh no! I loathe listening.
Algernon: Ik hoop dat het morgen mooi weer is, Lane.| (sert le sherry) : Oui, monsieur.ALGERNON Well, let us go to the Club?
Lane: Dat is het nooit, meneer.|J’espère que nous aurons une belle journée demain, Lane.Oh, no! I hate talking.
Algernon: Lane, je bent een verstokte pessimist.|Ça n’arrive jamais, monsieur.JACK
Lane: Ik doe mijn best u tevreden te stellen, meneer.|Vous être un parfait pessimiste.ALGERNON
Jack: Dat is pas een verstandig meisje! Het enige meisje om wie ik ooit heb gegeven. Waar heb jij zo’n plezier om?|Je fais de mon mieux pour donner satisfaction, monsieur. (Jack entre. Lane sort.)Well, we might trot round to the Empire at ten?
Algernon: O, ik maak me ongerust over de arme Bunbury, meer niet.|Quelle jeune fille raisonnable, et intelligente! La seule qui m’ait intéressé de toute ma vie. (Algernon rit) Qu’est qui te fait rire comme ça?JACK
Jack: Als je niet oppast brengt die Bunbury van jou je nog eens in een netelige parket.|Oh, je suis un peu inquiet pour ce pauvre Bunbury. 16Oh, no! I can't bear looking at things. It is so silly.
Algernon: Ik hou van netelige parketten. Die zijn tenminste nooit serieus.|Fais attention, ton ami Bunbury pourrait bien t’attirer de sérieux ennuis un de ces jours.Well, what shall we do? Nothing!
Jack: Dat is onzin, Algy. Je praat echt alleen maar onzin.|J’adore les ennuis. Ce sont les seules choses qui ne m’ennuient pas.ALGERNON JACK ALGERNON
Algernon: Wie niet?|Encore une absurdité, Algy. Tu ne sais dire que ça.It is awfully hard work doing nothing. However, I don't mind hard work where there is no definite object of any kind.
|C’est absurde! Rideau 17 ACTE 2 Un jardin au Manoir. Un perron de pierres grises conduit à la maison. Le jardin, à l’ancienne, est plein de roses. C’est Juillet. Des chaises en osier et une table couverte de livres sont installées sous un grand if. Scène 1 – Cecily, Miss Prism (Miss Prism est assise à la table. Cecily est au fond arrosant des fleurs.) Miss Prism (appelle) : Cecily, Cecily! Une occupation aussi terre-àterre que l’arrosage des fleurs est plutôt la fonction de Moulton que la votre, non? Surtout au moment où le plaisir intellectuel vous attend. Votre grammaire allemande est sur la table. S’il vous plait, ouvrez-la page quinze. Nous allons reprendre la leçon d’hier. Cecily (approche très lentement) : Mais je n’aime pas l’allemand. C’est une langue qui ne me va pas et je sais bien qu’après la leçon je serai tout à fait laide.Enter LANE.
|Mon enfant, vous savez à quel point votre tuteur est désireux de vous voir progresser. Il a mis spécialement l’accent sur l’allemand en partant hier pour la ville. A vrai dire, il insiste toujours sur l’allemand quand il va en ville.Miss Fairfax.
|Ce cher oncle Jack est tellement sérieux! Parfois il est si sérieux que je me demande s’il n’est pas malade. Miss Prism (va vers Cecily) : Votre tuteur jouit d’une excellente santé et je ne connais personne qui ait un tel sens du devoir et de la responsabilité.LANE
|C’est peut-être pour ça qu’il semble s’ennuyer quand nous sommes tous les trois.Enter GWENDOLEN. LANE goes out.
|Cecily! Vous me surprenez. M. Worthing a bien des problèmes. Une gaité immodérée est hors de question pour lui. Et rappelezvous ses perpétuelles inquiétudes au sujet de son malheureux frère cadet.Gwendolen, upon my word!
|J’aimerais bien qu’oncle Jack permette à ce terrible frère de venir ici quelquefois. Nous pourrions avoir une bonne influence sur lui, Miss Prism. Vous surtout qui connaissez l’allemand, et la géologie, et des choses de ce genre qui impressionnent beaucoup un homme. (Cecily commence à écrire dans son carnet) Miss Prism (secouant la tête) : Je ne crois pas que je puisse produire le moindre effet sur un personnage qui, de l’avis de son propre frère, est irrémédiablement faible et irrésolu. A vrai dire, je ne suis même pas sûre d’avoir envie de l’amender. Je n’aime pas du tout cette manie actuelle de vouloir transformer les méchants en bons. Comme on sème, on récolte. Posez donc cet agenda, Cecily. Je ne vois d’ailleurs pas pourquoi il vous faut un agenda.ALGERNON
|Je tiens un agenda pour y noter tous mes petits secrets. Si je ne les écris pas, je vais tout oublier.GWENDOLEN
|La mémoire, ma chère Cecily, est l’agenda que nous avons toujours sur nous.Algy, kindly turn your back. I have something very particular
|Oui, mais en général elle retrace des choses qui ne sont jamais arrivées et n’aurait pas même pu arriver. Je crois que la mémoire est responsable de presque tous ces incroyables romans en trois tomes.to say to Mr. Worthing.
|Ne parlez pas si méchamment des romans en trois tomes, Cecily, j’en ai écrit un moimême dans ma jeunesse.ALGERNON
|Vraiment, Miss Prism? Comme vous êtes intelligente. J’espère qu’il ne finissait pas bien? Je n’aime pas les romans qui finissent bien. Ils me dépriment tellement. 18Really, Gwendolen, I don't think I can allow this at all.
|Eh bien, les bons sont récompensés et les méchants sont punis. C’est de la fiction, voyez-vous.GWENDOLEN
|Sans doute. Mais ça me semble injuste. Et votre roman a-t-il été publié?Algy, you always adopt a strictly immoral attitude towards
|Hélas non. Malheureusement le manuscrit a été abandonné. (Cecily sursaute) Je veux dire perdu, égaré. Mais cette conversation ne fait pas avancer votre travail. Cecily (sourit) : Mais je vois ce cher Dr Chasuble qui arrive. Miss Prism (se lève et va à sa rencontre) : Dr Chasuble! C’est un vrai plaisir. (Entre Canon Chasuble) Scène 2 – Cecily, Miss Prism, Dr Chasuble Drlife. You are not quite old enough to do that.
|Et comment allons-nous ce matin? Miss Prism, vous allez bien, j’en suis sûr.My own darling!
|Miss Prism se plaignait à l’instant d’un léger mal de tête. Je crois qu’une petite promenade avec vous dans le parc lui ferait beaucoup de bien, Docteur Chasuble.JACK
|Cecily, je n’ai jamais parlé de mal de tête.GWENDOLEN
|Je sais, chère Miss Prism, mais mon instinct m’a dit que vous aviez un mal de tête. A vrai dire, c’est à ça que je pensais et pas à ma leçon d’allemand quand M. le recteur est arrivé. DrErnest, we may never be married. From the expression on
|J’espère que vous n’êtes pas une élève étourdie, Cecily.mamma's face I fear we never shall. Few parents nowadays pay any regard to what their children say to them. The old- fashioned respect for the young is fast dying out. Whatever influence I ever had over mamma, I lost at the age of three. But although she may prevent us from becoming man and wife, and I may marry some one else, and marry often, nothing that she can possibly do can alter my eternal devotion to you.
|Oh, je le crains. DrDear Gwendolen!
|C’est étrange. Si j’avais le bonheur d’être l’élève de Miss Prism, je serais suspendu à ses lèvres (Coup d’oeil de Miss Prism) C’est une métaphore qui vient… des abeilles. Au fait, M. Worthing n’est pas encore revenu de la ville, je suppose.JACK
|Nous ne l’attendons pas avant lundi aprèsmidi. DrGWENDOLEN
|Eh oui, il aime bien passer le dimanche à Londres. Il n’est pas de ceux dont le seul but est le divertissement comme son dissipé jeune frère. Mais je ne veux pas déranger plus longtemps Egérie et son élève.The story of your romantic origin, as related to me by mamma,
|Egérie? Mon prénom est Laetitia, docteur. Dr Chasuble (saluant) : Une simple allusion classique tirée des auteurs païens. Je vous verrai toutes deux aux vêpres, sans doute?with unpleasing comments, has naturally stirred the deeper fibres of my nature. Your Christian name has an irresistible fascination. The simplicity of your character makes you exquisitely incomprehensible to me. Your town address at the Albany I have. What is your address in the country?
|Je pense, mon cher docteur, que je vais faire une petite promenade avec vous. Finalement il se trouve que j’ai mal à la tête et une promenade pourrait me faire du bien. DrJACK
|Avec plaisir, Miss Prism, avec plaisir. Nous pourrions aller jusqu’à l’école et revenir.The Manor House, Woolton, Hertfordshire.
|Ce serait délicieux. Cecily, vous lirez votre Economie Politique en mon absence. Vous pouvez passer le chapitre sur la chute de la roupie qui est trop scandaleux. Même ces questions monétaires ont un côté choquant. (S’en va par le jardin avec le Dr Chasuble) Scène 6 – Cecily puis AlgernonALGERNON, who has been carefully listening, smiles to himself, and writes the address on his shirt- cuff. Then picks up the Railway Guide.
|(Prend les livres et le rejette sur la table) Horrible Economie Politique! Horrible géographie! Horrible, horrible allemand! 19 (Entre Merriman avec une carte sur un plateau)GWENDOLEN
|M. Constant Worthing vient d’arriver de la gare. Il a apporté ses bagages. Cecily (lit la carte) : « M. Constant Worthing, B.4, The Albany, W ». Le frère de l’oncle Jack! Lui avez-vous dit que M. Worthing était à Londres?There is a good postal service, I suppose? It may be
|Oui, mademoiselle. Il avait l’air très désappointé. Je lui ai signalé que vous étiez dans le jardin avec Miss Prism et il a dit qu’il était très désireux de vous parler un moment en privé.necessary to do something desperate. That of course will require serious consideration. I will communicate with you daily.
|Dites à M. Worthing de venir ici. Je suppose que vous feriez bien de demander à la gouvernante de lui préparer une chambre.My own one!
|Oui, mademoiselle. (Merriman sort)How long do you remain in town?
|Je n’ai encore jamais rencontré de personne vraiment dépravée. J’ai un peu peur. J’ai un peu peur qu’il soit juste comme tout le monde. (Entre Algernon, très gai et plein d’assurance) Il l’est! Algernon (levant son chapeau) : Vous êtes ma petite cousine Cecily, j’en suis sûr!Till Monday.
|Vous faites une étrange erreur. Je ne suis pas petite. En fait je crois que je suis plutôt grande pour mon âge. (Algernon est assez interloqué) Mais je suis bien votre cousine Cecily. Vous, je vois ça sur votre carte, vous êtes le frère de mon Oncle Jack, mon méchant cousin Constant.Good! Algy, you may turn round now.
|Oh! Je ne suis pas du tout méchant, cousine Cecily. Vous ne devez pas penser que je suis méchant.ALGERNON Thanks, I've turned round already.
|Si vous ne l’êtes pas vous nous avez tous trompés d’une façon inexcusable. J’espère que vous ne menez pas une double vie, à faire semblant d’être méchant tout en étant parfaitement normal. Ce serait de l’hypocrisie, vous savez. Algernon (la regarde avec ébahissement) Oh, naturellement je suis plutôt écervelé.|You may also ring the bell.
|Je suis heureuse de vous l’entendre dire.|You will let me see you to your carriage, my own darling?
|Puisque vous en parlez, en fait j’ai été très méchant, à ma façon.|Certainly.
|Vous ne semblez pas en être bien fier, pourtant je suis sûre que c’était très amusant.|I will see Miss Fairfax out.
|C’est beaucoup plus amusant d’être ici près de vous.|Yes, sir.
|Je ne comprends pas du tout pourquoi vous êtes venu. Oncle Jack ne sera pas de retour avant lundi après-midi.|A glass of sherry, Lane.
|C’est un grand désappointement, je suis obligé de partir lundi matin par le premier train. J’ai un rendez-vous d’affaires que je dois absolument… manquer.|Yes, sir.
