nr|nederlands|frans|engels
|Mijn liefste!|Mon chéri!|Darling!
|Mijn liefste!|Ma chérie!|Darling!
|||
|Ahum, ahum. Lady Bracknell!|Je vous prie de m'excuser. Lady Bracknell!|Ahem! Ahem! Lady Bracknell!
|Lieve God!|Ciel!|Good heavens!
|Gwendolen, wat heeft dit te betekenen?|Gwendolen! Qu'est-ce que ça signifie?|Gwendolen! What does this mean?
|Alleen maar dat ik verloofd ben met Mr. Worthing, mama.|Simplement que je suis fiancée à monsieur Worthing, maman.|Merely that I am engaged to be married to Mr. Worthing, mamma.
|Kom hier. Ga zitten.|Viens ici. Assieds-toi.|Come here. Sit down.
|Ga nu meteen zitten.|Assieds-toi immédiatement.|Sit down immediately.
|Elke aarzeling is een teken van geestelijke achteruitgang bij jongeren|L'hésitation est un signe de décadence chez les jeunes,|Hesitation of any kind is a sign of mental decay in the young,
|en van lichamelijke zwakte bij ouderen.|de sénilité chez les vieux.|of physical weakness in the old.
|In kennis gesteld, Sir, van de plotselinge vlucht van mijn dochter door haar kamermeisje,|Informée, monsieur, de la fugue soudaine de ma fille par une servante fidèle,|Apprised, sir, of my daughter's sudden flight by her trusty maid
|die me haar vertrouwen schonk in ruil voor een beetje geld,|dont j'ai acheté la confiance avec une petite pièce,|whose confidence I purchased by means of a small coin
|volgde ik haar onmiddellijk in een goederentrein.|je l'ai suivie aussitôt par le train.|I followed her at once by a luggage train.
|Haar ongelukkige vader verkeert in de veronderstelling dat|Son malheureux père, je suis heureuse de le dire, croit|Her unhappy father is, I am glad to say, under the impression
|zij een extra lange lezing van De Openbare Leergangen bijwoont|qu'elle assiste à une conférence universitaire un peu longue|that she is attending a more than usually lengthy lecture
|over de Invloed van een vast inkomen op de gedachte.|à propos de l'influence d'un revenu régulier sur la qualité de la pensée.|by the University Extension Scheme on the Influence of a permanent income on Thought.
|Ik ben niet van plan om hem uit die waan te halen. Ik heb hem nog nooit uit zijn waan gehaald|Je ne me propose pas de le détromper, d'ailleurs je ne l'ai jamais détrompé sur aucune question.|I do not propose to undeceive him. Indeed I have never undeceived him on any question.
|Ik beschouw het als ongepast.|Je considère que ce serait une erreur.|I would consider it wrong.
|Maar u zult natuurlijk duidelijk begrijpen dat aan iedere communicatie|Mais naturellement vous comprendrez que toute communication|But of course, you will clearly understand that all communication
|tussen u en mijn dochter een einde moet komen.|entre vous-même et ma fille doit cesser immédiatement.|between yourself and my daughter must cease immediately from this moment.
|Wat dit punt betreft, en wat trouwens alle standpunten betreft, ben ik onwrikbaar.|Sur ce point, comme sur tous les points, je serai inflexible.|On this point, as indeed on all points, I am firm.
|Ik ben verloofd met Gwendolen, Lady Bracknell!|Je suis fiancé à Gwendolen, Lady Bracknell!|I am engaged to be married to Gwendolen Lady Bracknell!
|U bent niets van die aard, Sir. En nu, wat Algernon betreft|Vous n'êtes rien de ce genre, monsieur. Et en ce qui concerne Algernon…|You are nothing of the kind, sir. And now, as regards Algernon!
|||
|Algernon!|Algernon!|Algernon!
|Ja, Tante Augusta.|Oui, tante Augusta.|Yes, Aunt Augusta.
|Mag ik vragen of het in dit huis is dat je doodzieke vriend Mr. Bunbury verblijft?|Puis-je te demander si c'est dans cette maison que réside monsieur Bunbury, ton ami handicapé?|May I ask if it is in this house that your invalid friend Mr. Bunbury resides?
|O! Nee! Bunbury woont hier niet. Bunbury is ergens anders.|Oh non! Bunbury ne vit pas ici. Bunbury est ailleurs maintenant.|Oh! No! Bunbury doesn't live here. Bunbury is somewhere else at present.
|Om u de waarheid te zeggen, Bunbury is dood.|En fait, Bunbury est mort.|In fact, Bunbury is dead.
|Dood! Wanneer is Mr. Bunbury gestorven? Zijn dood moet wel erg plotseling zijn gekomen...|Mort? Quand monsieur Bunbury est-il mort? Ce décès est extrêmement soudain.|Dead! When did Mr. Bunbury die? His death must have been extremely sudden.
|O! Ik heb Bunbury vanmiddag vermoord.|Oh! J'ai tué Bunbury cet après-midi.|Oh! I killed Bunbury this afternoon..
|Ik bedoel, Bunbury is vanmiddag gestorven.|Je veux dire... le pauvre Bunbury est mort cet aprèsmidi.|I mean... poor Bunbury died this afternoon.
|Waar is hij dan aan overleden?|Et de quoi est-il mort?|What did he die of?
|O, hij is...|Bunbury? Oh il a…|Bunbury? Oh, he was quite...
|de lucht in gevlogen.|explosé!|exploded.
|De lucht in gevlogen! Is hij slachtoffer geworden van een revolutionaire aanslag?|Explosé? A-t-il été victime de la violence révolutionnaire?|Exploded! Was he the victim of a revolutionary outrage?
|Ik wist niet dat Mr. Bunbury geïnteresserd was in sociale wetgeving.|Je ne me doutais pas que monsieur Bunbury s'intéressait aux questions sociales.|I was not aware that Mr. Bunbury was interested in social legislation.
|Wel, dat is dan zijn verdiende loon voor zijn morbide trekken.|Il a été bien puni de sa curiosité malsaine.|If so, he is well punished for his morbidity.
|M’n beste tante Augusta, is werd betrapt...|Ma chère tante Augusta,|My dear Aunt Augusta, I mean he was found out!
|de dokters hebben Bunbury erop betrapt dat hij niet langer kon leven, dat bedoel ik|le docteur a découvert que Bunbury ne vivait plus, c'est ça que je veux dire,|The doctors found out that Bunbury could not live, that is what I mean
|dus ging Bunbury dood.|donc Bunbury est mort.|so Bunbury died.
|Hij schijnt een groot vertrouwen gehad te hebben in de diagnoses van zijn dokters.|Il semblait avoir une grande confiance dans l'opinion de ses médecins.|He seems to have had great confidence in the opinion of his physicians.
|Maar het doet me plezier te horen dat hij eindelijk minder wispelturig is geworden|Je suis heureuse, cependant, qu'il ait pris à la fin la décision d'agir|I am glad, however, that he made up his mind at the last to some definite course of action,
|en zich bij een goed doktersadvies heeft neergelegd.|et de suivre un avis médical approprié.|and acted under proper medical advice.
|Nu we dan van die Bunbury verlost zijn, mag ik u, Mr. Worthing, zeker wel vragen|Et maintenant que nous en avons fini avec ce monsieur Bunbury, puis-je demander, monsieur Worthing,|And now that we have finally got rid of this Mr. Bunbury, may I ask, Mr. Worthing,
|wie dat jongmens is wiens hand mijn neef Algernon daar vasthoudt|qui est la jeune personne que mon neveu Algernon tient par la main|who is that young person whose hand my nephew Algernon is now holding
|zonder enige schaamte?|d'une manière qui me semble peu convenable?|in what seems to me a peculiarly unnecessary manner?
|Die dame is Miss Cecily Cardew, mijn pupil.|Il s'agit de Miss Cecily Cardew, ma pupille.|That lady is Miss Cecily Cardew, my ward.
|Ik ben verloofd met Cecily, tante Augusta.|Je suis fiancé à Cecily, tante Augusta.|I am engaged to be married to Cecily, Aunt Augusta.
|Wat zei je?|Je te demande pardon?|I beg your pardon?
|Mr. Moncrieff en ik zijn verloofd, Lady Bracknell.|Monsieur Moncrieff et moi sommes fiancés|Mr. Moncrieff and I are engaged to be married, Lady Bracknell.
|Ik weet niet of er iets met de samenstelling van de lucht aan de hand is|Je me demande s'il n'y a pas quelque chose de spécialement excitant|I do not know whether there is anything peculiarly exciting
|in deze specifieke uithoek van Hertfordshire,|dans l'air de cette partie du Hertfordshire,|in the air of this particular part of Hertfordshire,
|maar het aantal verlovingen dat hier voorkomt lijkt me|le nombre de fiançailles qui s'y font me parait être considérablement|but the number of engagements that go on seems to me considerably
|ver boven het statistische gemiddelde.|au-dessus de la moyenne voulue par les statistiques.|above the proper average that statistics have laid down for our guidance.
|Ik geloof dat een klein vooronderzoek van mijnentwege niet geheel ongepast is.|Je crois qu'une enquête préliminaire de ma part ne sera pas hors de propos.|I think some preliminary inquiry on my part would not be out of place.
|Mr. Worthing, is Miss Cardew op wat voor manier dan ook gelieerd|Monsieur Worthing, Miss Cardew est-elle liée de quelque façon|Mr. Worthing, is Miss Cardew at all connected
|met een van de grotere spoorwegstations in Londen?|à l'une ou l'autre des gares de chemin de fer londoniennes?|with any of the larger railway stations in London?
|Ik vraag het enkel ter informatie.|Je désire simplement être informée.|I merely desire information.
|Tot gisteren had ik er geen flauw idee van dat er op deze wereld mensen of families bestonden|Jusqu'à hier je n'avais pas la moindre idée qu'il existait des familles ou des personnes|Until yesterday I had no idea that there were any families or persons
|die hun oorsprong vinden in een spoorwegstation.|dont l'origine était un Terminus.|whose origin was a Terminus.
|Miss Cardew is de kleindochter van Mr. Thomas Cardew,|Miss Cardew est la petite-fille de feu monsieur Thomas Cardew,|Miss Cardew is the grand-daughter of the late Mr. Thomas Cardew of
|149 Belgrave Square, S. W.;|149 Belgrave Squarz , S.W. ;|149 Belgrave Square, S.W.;
|Gervase Park, Dorking, Surrey;|Gervase Park, Dorking, Surrey ;|Gervase Park, Dorking, Surrey;
|en The Sporran, Fifeshire, N. B.|et Les Sporran, Fifeshire, N.B.|and the Sporran, Fifeshire, N.B.
|Dat klinkt niet onbevredigend. Drie adressen boezemen altijd meer vertrouwen in .|Cela n'est pas insatisfaisant. Trois adresses inspirent toujours confiance.|That sounds not unsatisfactory. Three addresses always inspire confidence, even in tradesmen.
|Maar welk bewijs heb ik van hun echtheid?|Mais quelle preuve ai-je de leur authenticité?|But what proof have I of their authenticity?
|Ik heb alle officiële documenten van die periode bewaard. U kan ze op ieder moment inzien.|J'ai précieusement conservé le Bottin Mondain de l'époque. Vous pourrez le consulter, Lady Bracknell.|I have carefully preserved the Court Guides of the period. They are open to your inspection, Lady Bracknell.
|Ik heb al eerder merkwaardige fouten geweten in zulke documenten.|J'ai déjà trouvé d'étranges erreurs dans cet ouvrage.|I have known strange errors in that publication.
|De familie-raadslieden van Miss Cardew zijn Mssrs. Markby, Markby en Markby.|Les notaires de la famille de la famille sont MM. Markby, Marby et Markby.|Miss Cardew's family solicitors are Messrs. Markby, Markby, and Markby.
|Markby, Markby en Markby?|Markby, Marby et Markby?|Markby, Markby, and Markby?
|Een van de allerbeste firma’s binnen hu gebied.|Une étude de grande réputation.|A firm of the very highest position in their profession.
|Naar het schijnt is één van de heren Markby bij wijlen te zien op diners.|On m'a même dit qu'on voit parfois un des Marby à des dîners respectables.|Indeed I am told that one of the Mr. Markby's is occasionally to be seen at dinner parties.
|Tot dusver ben ik tevreden.|C'est très convaincant.|So far I am satisfied.
|Buitengewoon vriendelijk van u, Lady Bracknell!|Comme c'est gentil à vous, Lady Bracknell.|How extremely kind of you, Lady Bracknell!
|Ik ben bovendien in het bezit, u zult blij zijn dat te horen,|J'ai aussi en ma possession, puisque ça vous intéresse|I have also in my possession, you will be pleased to hear,
|van de nodige papieren betreffende Miss Cardews geboorte, doop, kinkhoest,|le certificat de naissance de Miss Cardew, son certificat de baptême,|certificates of Miss Cardew's birth, baptism, whooping cough,
|aangifte, vaccinatie, bevestiging en mazelen,|de confirmation. Et de vaccination|registration, vaccination, confirmation, and the measles;
|zowel de Engelse als de Duitse variant.|contre la rougeole et la rubéole.|both the German and the English variety.
|Ah! Een veelbewogen leven, zie ik,|Ah! Quelle vie pleine d'aventures!|Ah! A life crowded with incident, I see;
|maar misschien wat al te opwindend voor een jong meisje.|Quoique peut-être un peu trop excitante pour une jeune fille.|though perhaps somewhat too exciting for a young girl.
|Ik ben geen voorstander van voortijdige ervaringen.|Je ne suis pas particulièrement favorable aux expériences prématurées.|I am not myself in favour of premature experiences.
|Gwendolen! Het is tijd om te gaan. We hebben geen moment te verliezen.|Gwendolen! Le moment de notre départ approche. Nous n'avons pas un moment à perdre.|Gwendolen! the time approaches for our departure. We have not a moment to lose.
|Nog snel terzijde, Mr. Worthing, zou ik u mogen vragen of Miss Cardew toevallig geen fortuin bezit?|Simple question de forme, monsieur Worthing, j'aimerais vous demander si Miss Cardew a quelque fortune.|As a matter of form, Mr. Worthing, I had better ask you if Miss Cardew has any little fortune?
|Oh! Ongeveer honderd derdtig duizend pond in staatspapieren. Goede reis, Lady Bracknell!|Oh! Cent trente mille livres environ. En fonds d'Etat. Eh bien, ce sera tout.|Oh! about a hundred and thirty thousand pounds in the Funds. That is all. Goodbye,
|Het was een genoegen u ontmoet te hebben.|Heureux de vous avoir connu, Lady Bracknell.|So pleased to have seen you.
|Een momentje, Mr. Worthing. Honderd dertig duizend pond!? En dat in staatspapieren?|Un moment, monsieur Worthing. Cent trente mille livres! Et en fonds d'Etat!|A moment, Mr. Worthing. A hundred and thirty thousand pounds! And in the Funds!
|Miss Cardew lijkt me, nu ik haar eens goed bekijk, een zeer aantrekkelijke jongedame.|Miss Cardew me parait une très attrayante jeune lady, maintenant que je la regarde mieux.|Miss Cardew seems to me a most attractive young lady, now that I look at her.
|Er zijn vandaag de dag niet veel meisjes die nog over echt solide kwaliteiten beschikken,|Peu de jeunes filles de nos jours ont des qualités vraiment solides,|Few girls of the present day have any really solid qualities,
|ik bedoel kwaliteiten die blijvend zijn en met de tijd meegroeien.|des qualités qui durent, et embellissent avec le temps.|any of the qualities that last, and improve with time.
|We leven jammer genoeg in zeer oppervlakkige tijden.|Nous vivons, j'ai le regret de le dire à une époque qui ne s'attache qu'au superficiel.|We live, I regret to say, in an age of surfaces.
|Kom eens hier, lief kindje.|Vien ici, petit fille.|Come over here, dear.
|||
|Wat een engeltje! Je jurk is jammerlijk eenvoudig,|Ma belle enfant! Votre robe est fâcheusement simple|Pretty child! your dress is sadly simple,
|en je haar ziet eruit zoals de natuur het je ooit schonk.|et votre chevelure comme la nature l'a faite.|and your hair seems almost as Nature might have left it.
|Maar dat is makkelijk verholpen.|Mais nous pourrons vite changer tout cela.|But we can soon alter all that.
|Een Frans kamermeisje dat een beetje ervaren is,|Une femme de chambre française expérimentée|A thoroughly experienced French maid produces a really marvellous result
|kan wat dat betreft in een oogwenk wonderen verrichten.|fait des merveilles en très peu de temps.|in a very brief space of time.
|Ik heb er ooit een aangeraden aan de jonge Lady Lancing|J'en avais recommandé une à la jeune Lady Lancing.|I remember recommending one to young Lady Lancing,
|en na drie maanden kende haar eigen echtgenoot haar niet meer.|Au bout de trois mois son propre mari ne la reconnaissait plus.|and after three months her own husband did not know her.
|En na zes maanden kende niemand haar meer.|Et au bout de six mois, plus personne ne la reconnaissait?!|And after six months nobody knew her.
|Draai je eens om, lief kind.|Tournez-vous, chère enfant.|Kindly turn round, sweet child.
|||
|Nee, nee, ik moet het zijzicht hebben.|Non, c'est le profil que je veux voir.|No, the side view is what I want.
|Ja, precies wat ik verwachtte.|Oui, comme j'ai pensée.|Yes, quite as I expected.
|Je profiel biedt bepaalde sociale mogelijkheden.|Il y a des possibilités sociales distinctes dans sont profil.|There are distinct social possibilities in your profile.
|De zwakke punten van de huidige tijd zijn de hang naar principes en de hang naar profiel.|Les deux points faibles de notre ère sont sa volonté de principe et de profil.|The two weak points in our age are its want of principle and its want of profile.
|De kin een beetje hoger, liefje.|Le menton un peu plus haut, ma chère.|The chin a little higher, dear.
|Stijl wordt voor voornamelijk bepaald door de manier waarop de kin gehouden wordt.|Le style dépend beaucoup de la façon dont on porte le menton.|Style largely depends on the way the chin is worn.
|Momenteel wordt hij erg hoog gedragen.|On le porte très haut aujourd'hui.|They are worn very high, just at present.
|Algernon?|Algernon!|Algernon!
|Ja, tante Augusta?|Oui, tante Augusta!|Yes, Aunt Augusta!
|Het profiel van Cecily biedt bepaalde sociale mogelijkheden.|Il y a des possibilités aristocratiques très nettes dans le profil de Miss Cardew.|There are distinct social possibilities in Miss Cardew's profile.
|Cecily is het liefste, aardigste, mooiste meisje van de hele wereld.|Cecily est la plus douce, la plus tendre, la plus jolie jeune fille du monde entier.|Cecily is the sweetest, dearest, prettiest girl in the whole world.
|En ik geef geen moer om society.|Et je me moque éperdument de l'effet qu'elle fera dans la société aristocratique.|And I don't care twopence about social possibilities.
|Spreek nooit oneerbiedig over society!|Ne parle jamais irrespectueusement de la Société, Algernon.|Never speak disrespectfully of Society,
|Alleen mensen die er geen deel van uitmaken doen dat.|Il n'y a que les gens qui ne peuvent pas y entrer qui font ça.|Only people who can't get into it do that.
|Lief kindje, natuurlijk weet je dat Algernon alleen maar schulden heeft om in te brengen.|Chère enfant, certainement vous savez qu'Algernon n'apporte rien d'autre que ses dettes.|Dear child, of course you know that Algernon has nothing but his debts to depend upon.
|Maar ik keur zakelijke huwelijken niet goed!|Mais je n'approuve pas les mariages d'argent.|But I do not approve of mercenary marriages.
|Toen ik met Lord Bracknell trouwde, bezat ik hoegenaamd geen fortuin.|Quand j'ai épousé Lord Bracknell je n'avais aucune fortune.|When I married Lord Bracknell I had no fortune of any kind.
|Maar dat heeft me geen ogenblik weerhouden.|Et je n'ai pas voulu que cela empêche notre mariage.|But I never dreamed for a moment of allowing that to stand in my way.
|Wel, ik veronderstel dat ik dit huwelijk goed dien te keuren.|Bon, eh bien je suppose que je dois donner mon consentement.|Well, I suppose I must give my consent.
|Dank u, Lady Bracknell.|Merci, tante Augusta.|Thank you, Aunt Augusta.
|Cecily, je mag me nu een zoen geven.|Cecily, tu peux m'embrasser.|Cecily, you may kiss me!
|Dank u, Lady Bracknell.|Merci, Lady Bracknell.|Thank you, Lady Bracknell.
|Je mag me voortaan ook tante Augusta noemen.|A l'avenir, tu peux aussi m'appeler Tante Augusta.|You may also address me as Aunt Augusta for the future.
|Dank u, tante Augusta.|Merci, tante Augusta.|Thank you, Aunt Augusta.
|Ik geloof dat het beter is het huwelijk niet te lang te laten wachten.|Je crois qu'il serait bon que le mariage se fasse très vite.|The marriage, I think, had better take place quite soon.
|Dank u, tante Augusta.|Merci, tante Augusta.|Thank you, Aunt Augusta.
|Dank u, tante Augusta.|Merci, tante Augusta.|Thank you, Aunt Augusta.
|Ik ben persoonlijk geen voorstander van lange verlovingen.|Pour parler franchement, je ne suis pas favorable aux longues fiançailles.|To speak frankly, I am not in favour of long engagements.
|Dat geeft maar de gelegenheid elkaar te leren kenne vóór het huwelijk,|Cela donne aux gens le temps de connaitre leur caractère avant le mariage|They give people the opportunity of finding out each other's character before marriage,
|wat ik niet erg aan te raden vind.|et je crois que ce n'est pas recommandable.|which I think is never advisable.
|Het spijt me dat ik u in de rede val, Lady Bracknell,|Pardonnez-moi de vous interrompre, Lady Bracknell,|I beg your pardon for interrupting you, Lady Bracknell,
|maar van deze verloving kan volstrekt geen sprake zijn.|mais ces fiançailles sont complètement hors de question.|but this engagement is quite out of the question.
|Ik ben Miss Cardews voogd, en zolang ze minderjarig is|Je suis le tuteur de Miss Cardew et|I am Miss Cardew's guardian,
|mag ze zonder mijn toestemming niet trouwen.|elle ne peut se marier sans mon consentement avant l'âge voulu.|and she cannot marry without my consent until she comes of age.
|Die toestemming weiger ik absoluut te geven.|Et ce consentement je le refuse absolument.|That consent I absolutely decline to give.
|En op basis van wat, als ik vragen mag?|Et sur quelles bases? Puis-je le demander?|Upon what grounds may I ask?
|Algernon is voor het huwelijk, mag ik wel stellen, een verpletterend geschikte kandidaat.|Algernon un jeune homme extrêmement, presque osten&shy;tatoirement prêt pour le mariage.|Algernon is an extremely, I may almost say an ostentatiously, eligible young man.
|Hij hééft niets, maar hij zíet er schitterend uit. Wat kan men nog meer verlangen?|Il n'a rien mais il veut tout. Que peut-on désirer de plus?|He has nothing, but he looks everything. What more can one desire?
|Het doet me echt pijn, Lady Bracknell, om zo openharting met u over uw neef te moeten praten,|Ça me peine beaucoup de devoir vous parler de votre neveu en toute franchise, Lady Bracknell,|It pains me very much to have to speak frankly to you, Lady Bracknell, about your nephew,
|maar ik heb geen enkel vertrouwen in zijn morele karakter.|mais le fait est que je n'approuve pas du tout sa moralité.|but the fact is that I do not approve at all of his moral character.
|Ik verdenk hem van onoprechtheid.|Je le suspecte d'être un menteur.|I suspect him of being untruthful.
|Onoprechtheid? Mijn neef Algernon?|Un menteur, mon neveu Algernon?|Untruthful! My nephew Algernon?
|Onmogelijk. Hij heeft in Oxford gestudeerd.|Impossible! Il sort d'Oxford!|Impossible! He is an Oxonian.
|Ik vrees dat er geen twijfel mogelijk is.|Je crains que le doute ne soit pas possible.|I fear there can be no possible doubt about the matter.
|Vanmiddag, toen ik voor een belangrijke romantische kwestie in Londen was,|Cet après-midi pendant mon absence,|This afternoon during my temporary absence in London on an important question of romance,
|verschafte hij zich toegang tot mijn huis onder het valse voorwendsel dat hij mijn broer was.|il s'est fait recevoir dans ma maison en prétendant faussement qu'il était mon frère.|he obtained admission to my house by means of the false pretence of being my brother.
|Onder een valse naam dronk hij, zo wist mijn butler me zojuist te vertellen|Sous ce faux nom il a bu, c'est ce que vient de m'apprendre le maître d'hôtel,|Under an assumed name he drank, I've just been informed by my butler,
|een hele fles van mijn Perrier-Jouet, Brut, ’89, leeg; wijn die ik voor mijzelf aan het bewaren was.|une bouteille entière de mon champagne 89, que je réservais pour ma consommation personnelle.|an entire pint bottle of my Perrier-Jouet, Brut, '89; wine I was specially reserving for myself.
|Door dit schandelijke gedrag vol te houden|Et ce n'est pas tout,|Continuing his disgraceful deception,
|slaagde hij erin zich de gelegenheid van mijn enige pupil toe te eigenen.|il est parvenu à capter l'affection de ma pupille.|he succeeded in the course of the afternoon in alienating the affections of my only ward.
|Vervolgens bleef hij voor de thee en verorberde daarbij alle muffins.|Puis il s'est invité pour le thé et a dévoré tous les muffins.|He subsequently stayed to tea, and devoured every single muffin.
|En wat zijn gedrag des te hartelozer maakt,|Et le pire,|And what makes his conduct all the more heartless is,
|is dat hij er zich vanaf het eerste moment volkomen van bewust was dat ik geen broer heb,|c'est qu'il savait parfaitement bien que je n'ai pas de frère,|that he was perfectly well aware from the first that I have no brother,
|nooit een broer heb gehad, en niet het geringste voornemen koester er ooit een te hebben.|que je n'ai jamais eu de frère, que je ne veux pas avoir de frère|that I never had a brother, and that I don't intend to have a brother,
|Geen broer van eender welke soort. Dat heb ik hem gisteren nog persoonlijk duidelijk gemaakt.|ou quoi que ce soit de ce genre. Et je le lui ai dit clairement hier.|not even of any kind. I distinctly told him so myself yesterday afternoon.
|Ahum! Mr. Worthing, na zorgvuldig overwegen|Hum! Monsieur Worthing, après mûre réflexion,|Ahem! Mr. Worthing, after careful consideration
|heb ik besloten het gedrag van mijn neef jegens u geheel door de vingers te zien.|j'ai décidé de surveiller de près la conduite de mon neveu à votre égard.|I have decided entirely to overlook my nephew's conduct to you.
|Dat is erg edelmoedig van u, Lady Bracknell.|C'est très généreux de votre part, Lady Bracknell.|That is very generous of you,
|Maar ik blijf bij mijn besluit. Mijn toestemming wordt niet gegeven.|Cependant ma décision est inébranlable. Je refuse mon consentement.|My own decision, however, is unalterable. I decline to give my consent.
|Kom eens hier, kindje.|Viens ici, mon enfant.|Come here, sweet child.
|Hoe oud ben je nu, engeltje?|Quel âge as-tu ma chérie?|How old are you, dear?
|Eigenlijk ben ik pas achttien, maar op feestjes zeg ik altijd dat ik al twintig ben.|Eh bien j'ai tout juste dix-huit ans mais je dis toujours vingt quand je vais dans les réceptions.|Well, I am really only eighteen, but I always admit to twenty when I go to evening parties.
|Je hebt volkomen gelijk dat je daarin wat flexibel bent.|Tu as tout à fait le droit de faire quelques petites retouches.|You are perfectly right in making some slight alteration.
|Een vrouw moet nooit te nauwkeurig zijn over haar leeftijd, dat ziet er zo berekend uit...|Aucune femme ne devrait jamais être vraiment précise quant à son âge.|Indeed, no woman should ever be quite accurate about her age. It looks so calculating...
|Achttien, en al twintig zeggen...|Dix-huit ans mais qui paraissent vingt dans les soirées…|Eighteen, but admitting to twenty at evening parties.
|In elk geval, het zal niet lang meer duren voor je meerderjarig bent en vrij van voogdijschap.|tu auras bientôt l'âge d'échapper aux contraintes de la tutelle.|Well, it will not be very long before you are of age and free from the restraints of tutelage.
|Dus ik denk niet dat de toestemming van je voogd van groot belang is.|Je ne crois donc pas que le consentement de votre tuteur ait beaucoup d'importance.|So I don't think your guardian's consent is, after all, a matter of any importance.
|Neem me niet kwalijk, Lady Bracknell, dat ik u opnieuw in de rede val,|Je vous prie de m'excuser, Lady Bracknell, si je vous interromps de nouveau|Pray excuse me, Lady Bracknell, for interrupting you again,
|maar het lijkt me eerlijker om u te vertellen dat overeenkomstig het testament van haar grootvader,|mais je pense correct de vous signaler que d'après les termes du testament de son grand-père|but it is only fair to tell you that according to the terms of her grandfather's will
|Miss Cardew pas op haar vijfendertigste meerderjarig zal worden.|Miss Cardew doit rester sous tutelle jusqu'à l'âge de trente-cinq ans.|Miss Cardew does not come legally of age till she is thirty-five.
|Dat lijkt me niet zo’n bezwaar. Vijfendertig is nog een heel aantrekkelijke leeftijd.|Ça ne me parait pas être un grave problème. Trente-cinq ans est un âge très intéressant.|That does not seem to me to be a grave objection. Thirty-five is a very attractive age.
|In de Londense society wemelt het van vrouwen uit de allerhoogste kringen, die uit eigen vrije wil,|La Haute Société londonienne est pleine de femmes qui sont volontairement|London society is full of women of the very highest birth who have, of their own free choice,
|jarenlang vijfendertig zijn gebleven. Lady Dumbleton bijvoorbeeld.|restées à l'âge de trente-cinq ans. Par exemple, Lady Dumbleton.|remained thirty-five for years. Lady Dumbleton is an instance in point.
|Ze is al sinds haar veertigste vijfendertig,|A ma connaissance elle a toujours eu trente-cinq ans depuis qu'elle a atteint l'âge de quarante ans,|To my own knowledge she has been thirty-five ever since she arrived at the age of forty,
|en dat is toch ook al een hele tijd geleden.|il y a déjà bien des années.|which was many years ago now.
|Ik zie geen reden waarom onze liefste Cecily niet nog veel aantrekkelijker zou zijn|Je ne vois pas pourquoi cette chère Cecily ne serait pas plus attirante|I see no reason why our dear Cecily should not be even still more attractive
|op die leeftijd vergeleken met nu. Tegen dan heeft ze al heel wat rijkdom vergaard.|à l'âge que vous mentionnez que maintenant. Elle aura une large accumulation d'avoirs.|at the age you mention than she is at present. There will be a large accumulation of property.
|Algy ... zou je tot mijn vijfendertigste op me kunnen wachten?|Algy, pourrais-tu m'attendre jusqu'à mes trente-cinq ans?|Algy, could you wait for me till I was thirty-five?
|Natuurlijk kan ik dat, Cecily.|Bien sûr, Cecily,|Of course I could,
|Hoe kun je me zoiets vragen?|tu sais que je le peux.|You know I could.
|Ja, ik voelde dat intuïtief wel aan, maar ik zou zelf zolang niet kunnen wachten.|Oui, je le sentais bien. Mais moi je ne pourrais pas attendre tout ce temps.|Yes, I felt it instinctively, but I couldn't wait all that time.
|Ik kan nauwelijks 5 minuten wachten op eender wat. Ik word daar altijd lichtjes geïriteerd van.|J'ai horreur d'attendre, même cinq minutes, pour quoi que ce soit. Ça me met en colère.|I hate waiting even five minutes for anybody. It always makes me rather cross.
|Ik ben zelf helemaal niet punctueel, maar ik hou van punctualiteit bij anderen.|Je sais ne pas être ponctuelle moi-même mais j'aime cela chez les autres.|I am not punctual myself, I know, but I do like punctuality in others,
|In wachten, al is het dan nog om te trouwen, heb ik helemaal geen zin.|Et attendre, surtout pour me marier, est tout à fait hors de question.|and waiting, even to be married, is quite out of the question.
|Wat doen we dan, Cecily?|Que faire alors, Cecily ?|Then what is to be done, Cecily?
|Ik zou het niet weten, Mr. Moncrieff.|Je ne sais pas, monsieur Moncrieff.|I don't know, Mr. Moncrieff.
|M’n beste Mr. Worthing, gezien Mrs. Moncrieff duidelijk stelt|Mon cher monsieur Worthing, Miss Cardew vient le préciser clairement :|My dear Mr. Worthing, as Miss Cardew states positively
|niet tot haar vijfendertigste te kunnen wachten|elle ne peut pas attendre jusqu'à ses trente-cinq ans,|that she cannot wait till she is thirty-five,
|een opmerking die, dat moet ik toch gezegd hebben, lijkt te duiden op een ietwat ongeduldig karakter,|une remarque qui me semble dénoter une nature plutôt impatiente.|a remark which I am bound to say seems to me to show a somewhat impatient nature,
|vraag ik u met aandrang uw besluit te herzien.|Je vous prie donc de reconsidérer votre décision.|I would beg of you to reconsider your decision.
|M’n beste Lady Bracknell, u heeft alles zelf in handen.|Mais, ma chère Lady Bracknell, la question est entièrement en vos mains.|But my dear Lady Bracknell, the matter is entirely in your own hands.
|Zodra u mij toestaat met Gwendolen te trouwen,|Si vous consentez à mon mariage avec Gwendolen,|The moment you consent to my marriage with Gwendolen,
